-0.003984	0.004023	0.000017
-0.014002	0.023381	-0.000006
-0.022669	0.040368	0.000010
-0.030423	0.055288	0.000016
-0.037513	0.069121	0.000020
-0.044057	0.081936	0.000022
-0.050165	0.093937	0.000021
-0.055916	0.105273	0.000019
-0.061366	0.116047	0.000016
-0.066556	0.126339	0.000014
-0.069413	0.128006	0.000087
-0.072254	0.129737	0.000083
-0.075061	0.131397	0.000076
-0.077833	0.132986	0.000069
-0.080571	0.134504	0.000062
-0.083276	0.135953	0.000055
-0.085948	0.137334	0.000048
-0.088587	0.138647	0.000042
-0.091194	0.139894	0.000035
-0.093769	0.141075	0.000030
-0.096313	0.142191	0.000025
-0.098825	0.143244	0.000020
-0.101306	0.144233	0.000017
-0.103757	0.145160	0.000014
-0.106178	0.146025	0.000012
-0.108569	0.146829	0.000011
-0.110929	0.147572	0.000010
-0.113260	0.148256	0.000010
-0.115360	0.148718	0.000072
-0.117654	0.149316	0.000066
-0.119894	0.149828	0.000062
-0.122108	0.150284	0.000057
-0.124291	0.150683	0.000053
-0.126444	0.151023	0.000049
-0.128567	0.151306	0.000045
-0.130660	0.151532	0.000041
-0.132723	0.151701	0.000037
-0.134755	0.151813	0.000033
-0.136758	0.151868	0.000029
-0.131945	0.142823	0.000058
-0.126505	0.132804	-0.000023
-0.123875	0.131538	-0.000081
-0.119279	0.123072	-0.000042
-0.116935	0.122168	-0.000008
-0.111367	0.111847	-0.000013
-0.105291	0.100314	-0.000037
-0.099018	0.088611	0.000012
-0.092287	0.076269	-0.000045
-0.084992	0.062571	0.000013
-0.077704	0.048714	-0.000013
-0.068807	0.032044	-0.000005
61.000000	61.000000	61.000000
-0.211111	0.094444	0.000000
-0.204300	0.083003	-0.000056
-0.197137	0.070666	-0.000029
-0.189519	0.057651	-0.000084
-0.190296	0.062308	0.000013
-0.190314	0.065866	0.000008
-0.182670	0.052560	0.000021
-0.174139	0.037646	-0.000017
-0.175624	0.043664	0.000044
-0.165830	0.026474	-0.000018
-0.167784	0.033338	0.000068
-0.156962	0.014193	-0.000012
-0.159467	0.022084	0.000095
-0.147314	0.000394	-0.000004
-0.150492	0.009559	0.000121
-0.144965	0.000000	0.000578
-0.143161	0.000000	0.000338
-0.142737	0.000000	0.001158
-0.142519	0.000000	0.002023
-0.142158	0.000000	0.002979
-0.142001	0.000000	0.003766
-0.140211	0.000000	0.003550
-0.139819	0.000000	0.004340
-0.141572	0.000000	0.004611
-0.143374	0.000000	0.004835
-0.145143	0.000000	0.005100
-0.146897	0.000000	0.005284
-0.148650	0.000000	0.005523
-0.150392	0.000000	0.005695
-0.152132	0.000000	0.005968
-0.153871	0.000000	0.006288
-0.155590	0.000000	0.006533
-0.157307	0.000000	0.006784
-0.159026	0.000000	0.007052
-0.160745	0.000000	0.007330
-0.162460	0.000000	0.007614
-0.164170	0.000000	0.007903
-0.165874	-0.000000	0.008196
-0.167573	0.000000	0.008492
-0.169265	0.000000	0.008791
-0.170952	0.000000	0.009094
-0.172631	0.000000	0.009399
-0.174305	0.000000	0.009708
-0.175972	0.000000	0.010020
-0.177633	0.000000	0.010335
-0.179288	0.000000	0.010654
-0.180936	0.000000	0.010977
-0.182579	0.000000	0.011303
-0.184219	0.000000	0.011636
-0.185877	0.000000	0.012104
-0.187570	0.000000	0.012430
-0.189203	0.000000	0.012774
-0.190830	0.000000	0.013119
-0.192427	0.000000	0.013457
-0.194036	0.000000	0.013818
-0.195639	0.000000	0.014183
-0.197236	0.000000	0.014551
-0.198827	0.000000	0.014924
-0.200412	0.000000	0.015300
-0.201991	0.000000	0.015680
-0.203564	0.000000	0.016063
-0.205131	0.000000	0.016450
-0.206691	0.000000	0.016841
-0.208245	0.000000	0.017236
-0.209793	0.000000	0.017634
-0.211335	0.000000	0.018035
-0.212870	0.000000	0.018440
-0.213478	0.000000	0.017667
-0.214074	0.000000	0.016896
-0.214667	0.000000	0.016126
-0.215280	0.000000	0.015365
-0.215908	0.000000	0.014612
-0.216635	0.000000	0.013789
-0.217291	0.000000	0.013015
-0.217953	0.000000	0.012241
-0.218653	0.000000	0.011461
-0.217105	0.000000	0.011035
-0.217794	0.000000	0.010254
-0.218376	0.000000	0.009506
-0.219060	0.000000	0.008737
-0.219753	0.000000	0.007969
-0.218139	0.000000	0.007542
-0.218834	0.000000	0.006773
-0.217284	0.000000	0.006445
-0.217900	0.000000	0.005574
-0.218605	0.000000	0.004805
-0.219318	0.000000	0.004038
-0.220040	0.000000	0.003275
-0.220771	0.000000	0.002514
-0.221511	0.000000	0.001753
-0.222258	0.000000	0.000991
-0.223021	0.000000	0.000221
-0.230676	0.012712	-0.000011
-0.234160	0.022214	-0.000009
